persona_id,problem_id,modifier_id,query,answer,criterion,gold_passed,gold_reasoning,judge_passed,judge_reasoning,human_override
student_abroad,subscription_charge_dispute,angry_after_waiting,"hey i cancelled my netflix sub ages ago but just got charged again! this is super annoying, i’ve already tried sorting this out like 3 times and nothing happened. pls refund me and make sure this doesn’t happen again or i’m gonna have to rethink using revolut!","To resolve the issue with the Netflix charge, please follow these steps:

1. **Contact Netflix**: Since most issues like cancellations and refunds are best resolved directly with the merchant, reach out to Netflix to confirm your cancellation and request a refund.

2. **Dispute the Transaction**: If contacting Netflix does not resolve the issue, you can dispute the transaction in your Revolut app:
   - Tap the transaction in your transactions list.
   - Tap 'Get help'.
   - Select the appropriate issue and complete the form to submit your dispute.

Make sure to gather any evidence of your communication with Netflix, as it can help your case. You can track the progress of your dispute in the app.",relevance,True,"The RAG-generated answer directly addresses the customer's issue by providing clear steps to resolve the problem with the Netflix charge. It advises the customer to contact Netflix for confirmation of cancellation and a refund, which is relevant to the customer's complaint about being charged after cancellation. Additionally, it provides instructions on how to dispute the transaction through the Revolut app if the issue is not resolved with Netflix. This response is relevant and directly related to the customer's query about the unexpected charge and request for a refund.",True,"The RAG answer directly addresses the user's issue regarding an unexpected charge from Netflix after cancellation. It provides specific steps to resolve the problem, including contacting Netflix and disputing the transaction through Revolut, which aligns with the user's intent for a refund and assurance that the issue won't happen again.",none
busy_parent_on_mobile,card_not_working_abroad,typing_from_phone_with_typos,hey my card just got declined in Thailand and I haven't changed anything is it frozen or a merchant issue help plz kids are waiting and I got no time to figure this out,"Your card may be declined due to potential fraud detection by our security system, or it could be a merchant issue. To check if your card is frozen, open your Revolut app and look for any notifications or prompts to complete an in-app questionnaire. 

If your transaction was identified as a potential scam, you will need to complete the questionnaire to unblock the merchant. If your card is frozen, you can also unfreeze it by marking the payment as made by you in the app.

If you don't see the declined payment in your app, it might be due to merchant restrictions or technical issues on their side. In that case, reach out to the merchant first. If you need further assistance, you can fill out this form to help us reach out to the merchant: [Declined Payment Form](https://app.revolut.com/form/13ef84b4-1e3b-48eb-8e8b-0030e7e08adc?faqEntryPoint=question.why-has-my-card-payment-been-declined). 

Please check these options quickly to resolve the issue.",relevance,True,"The RAG-generated answer directly addresses the customer's query about why their card was declined in Thailand. It provides potential reasons for the decline, such as fraud detection or merchant issues, and offers clear steps to resolve the problem, including checking the Revolut app for notifications, completing an in-app questionnaire, and unfreezing the card if necessary. Additionally, it suggests contacting the merchant if the issue is on their side and provides a form for further assistance. The response is relevant and comprehensive, covering all aspects of the customer's concern.",True,"The RAG answer directly addresses the user's issue of a declined card in Thailand, providing specific steps to check if the card is frozen and how to resolve the issue. It acknowledges both potential reasons for the decline (fraud detection and merchant issues) and offers actionable advice, which aligns with the user's urgent need for assistance.",none
student_abroad,pending_verification_too_long,typing_from_phone_with_typos,hey so i finished my verification like 3 days ago but my account still says pending and i can’t use all the features is there a way to speed this up or get a timeline or something pls thx,"Your verification process typically takes up to 1 business day, but it can take up to 7 business days in some cases. Since it has been 3 days, I recommend being patient as it may still be processing. You will receive a notification via email and in-app once it's completed. Unfortunately, there is no way to speed up the process. If it remains pending beyond 7 business days, please contact our support team for further assistance.",relevance,True,"The RAG-generated answer directly addresses the customer's question by explaining the typical and maximum timeframes for the verification process. It advises the customer to be patient as the process may still be ongoing and informs them about receiving a notification once completed. Additionally, it provides guidance on what to do if the verification remains pending beyond the expected timeframe. The answer is relevant and covers the customer's concerns about speeding up the process and getting a timeline.",False,"The RAG answer provides general information about the verification process and its typical duration, but it does not directly address the user's specific concern about their account still being pending after 3 days. The user is looking for a way to speed up the process or get a timeline, and the answer states that there is no way to speed it up, which does not fully address the user's request for assistance or clarification on their specific situation.",none
gig_economy_courier,atm_withdrawal_fee_unknown,non_native_broken_english,"hi, i took cash from atm in spain and got big fee, why? i thought no fees for withdrawls. can u explain how fees work? thanks","ATM withdrawals are subject to cash withdrawal fees, which vary depending on your plan. Each month, you have a fee-free withdrawal limit based on your plan:

- Standard: £200 (or 5 withdrawals)
- Plus: £200
- Premium: £400 
- Metal: £800 
- Ultra: £2,000

After exceeding this limit, a 2% or £1 fair usage fee applies. Additionally, currency exchange fees may apply if you convert funds at the time of withdrawal. It's also important to note that the ATM itself may charge its own fees.

To check if Revolut charged you a fee, tap on the ATM withdrawal in your transaction history. If no fee is shown, Revolut did not charge one.",relevance,True,"The RAG-generated answer directly addresses the customer's question by explaining how ATM withdrawal fees work, including the fee-free withdrawal limits based on different plans and the fair usage fee that applies after exceeding these limits. It also mentions the possibility of currency exchange fees and ATM-specific fees, which are relevant to the customer's experience of being charged a fee. The answer provides a comprehensive explanation of potential fees, which aligns with the customer's request for an explanation of how fees work.",False,"The answer provides information about ATM withdrawal fees and limits, but it does not directly address the user's specific concern about receiving a 'big fee' when withdrawing cash in Spain. The user is looking for an explanation of why they incurred a fee, which may not be fully covered by the generic information about fee structures. The answer lacks a direct connection to the user's experience and does not clarify the specific circumstances that led to the fee they encountered.",none
gig_economy_courier,wrong_recipient_no_refund,poor_internet_connection,"hey, I sent EUR500 to wrong number, it’s not accepted yet. can I cancel or reverse it? pls help fast, train moving, weak signal!","Since the transfer is not yet accepted, you may have a chance to cancel it. To check if you can cancel the transfer, follow these steps:

1. Go to your transactions list in the Revolut app.
2. Tap on the transaction in question to access the transfer tracker.
3. If eligible, a 'Cancel' button will appear. If it does not appear, the transfer is no longer cancellable.

If cancellation is not possible, you will need to ask the recipient to return the money. You can do this by reaching out to them via the chat in the Revolut app:

1. Go to Payments on the bottom menu.
2. Select the person you sent money to.
3. A chat window will open for you to message them.

If the recipient does not respond, you can contact our customer support team for assistance, but we cannot guarantee they will agree to return the funds.",relevance,True,"The RAG-generated answer directly addresses the customer's question about canceling or reversing a transaction that was sent to the wrong number. It provides clear steps on how to check if the transaction can be canceled and what to do if it cannot be canceled, including contacting the recipient and customer support. The response is relevant and focused on the customer's issue without discussing unrelated topics.",True,"The RAG answer directly addresses the user's specific issue of wanting to cancel or reverse a money transfer that has not yet been accepted. It provides clear steps to check if cancellation is possible and offers additional options if cancellation is not feasible. The response is relevant to the user's intent and context, focusing on the problem of the incorrect transfer and how to potentially resolve it.",none
student_abroad,account_limit_reached_warning,angry_after_waiting,"hey, i’ve tried to top up my account like 5 times and it’s sayin i hit some limit?? what’s the limit and how do i increase it?? this is super frustrating, pls sort it out or i might just switch to another bank!","It sounds like your top-ups may be blocked due to multiple unsuccessful attempts or issues with your issuing bank. Unfortunately, these payment blocks can last up to 30 days. 

To increase your chances of successfully topping up, you can try using a different card or add money through other methods like Apple Pay, Google Pay, or bank transfers. If you want to understand the specific limit or resolve the issue, please contact your bank or card issuer for more details. 

If you continue to experience issues, please let us know!",relevance,False,"The RAG-generated answer does not directly address the customer's question about the specific limit they have hit and how to increase it. While it provides general advice on alternative methods to top up and suggests contacting the bank for more details, it fails to explain what the limit is and how it can be increased, which were the main points of the customer's query.",False,"The RAG answer does not directly address the user's specific question about the limit on account top-ups or how to increase it. Instead, it provides general advice about potential issues and alternative methods for topping up, which does not resolve the user's core concern. The user is frustrated and seeking specific information about the limit and how to increase it, which the answer fails to provide.",none
busy_parent_on_mobile,virtual_card_missing,anxious_security_fear,hey I just heard about some scams and I'm super worried I need to generate a virtual card for online safety but I can't find where to do this in the app can you help me like right now please this is urgent,"To generate a virtual card in the Revolut app, follow these steps:

1. From your home screen, tap the cards icon in the top-right corner.
2. Select the option to create a new virtual card.
3. Choose between a multi-use card or a single-use card based on your needs.

Remember, virtual cards are free to create and can be used instantly for online payments. If you need further assistance, please let me know!",relevance,True,"The RAG-generated answer directly addresses the customer's query by providing clear, step-by-step instructions on how to generate a virtual card in the Revolut app. It also offers additional information about the types of virtual cards available and reassures the customer that virtual cards are free and can be used instantly, which is relevant to the customer's concern about online safety. The response is focused on the customer's request and does not include unrelated information.",True,"The RAG answer directly addresses the user's request for help in generating a virtual card in the app. It provides specific, step-by-step instructions that are relevant to the user's urgent concern about online safety and scams. The answer is responsive to the user's intent and context, ensuring that it does not deviate from the original question.",none
student_abroad,joint_account_not_allowed,angry_after_waiting,"hey, i’ve tried to sort this out a few times now and it’s super frustrating! i need to share my account with my spouse but apparently that’s not possible??? what do i do now? i might just switch to another bank if this isn’t sorted ASAP!",I don't have enough information to help with that.,relevance,False,"The RAG-generated answer does not directly address the customer's question about sharing their account with their spouse. The customer is expressing frustration and seeking a solution or explanation, but the response simply states a lack of information without offering any guidance or next steps. This does not meet the criteria of directly responding to the customer's query.",False,"The RAG answer does not address the user's specific issue regarding sharing an account with their spouse. Instead, it states a lack of information, which does not provide any guidance or solutions to the user's frustration. This response fails to engage with the user's intent and context, and does not attempt to resolve the core issue they are concerned about.",none
non_native_english_worker,atm_withdrawal_fee_unknown,non_native_broken_english,"Hi, I took cash from ATM in Spain and got fee, very high! I don’t understand why, thought no fees for withdrawals? Can you explain how fees work, please? I need send money home and this make me worry.","When you withdraw cash from an ATM using Revolut, there are certain fees that may apply. While Revolut waives fees for a limited number of withdrawals each month based on your plan, you may incur charges if you exceed those limits. Here are the withdrawal allowances by plan:

- Standard: £200 (or 5 withdrawals, whichever comes first)
- Plus: £200
- Premium: £400
- Metal: £800
- Ultra: £2,000

If you exceed your allowance, a fee of 2% or £1 (whichever is greater) will apply. Additionally, all ATM withdrawals are subject to currency exchange fees if you convert your funds at the time of withdrawal. 

It's also important to note that the ATM itself may charge its own fees, which should be displayed before you complete the transaction. To verify if Revolut charged you a fee, you can check the transaction details in your app.

If you need to send money home, please ensure you are aware of any potential fees for international transfers as well.",relevance,True,"The RAG-generated answer directly addresses the customer's question about ATM withdrawal fees. It explains the fee structure based on the customer's Revolut plan, mentions the possibility of ATM-specific fees, and advises checking transaction details in the app to verify charges. Additionally, it briefly touches on potential fees for sending money home, which is relevant to the customer's concern about sending money. The response is comprehensive and relevant to the customer's query.",True,"The RAG answer directly addresses the user's concern about the high ATM withdrawal fees in Spain by explaining how fees work with Revolut, including withdrawal limits and potential charges. It also clarifies that ATM operators may impose their own fees, which is relevant to the user's experience. Additionally, it acknowledges the user's intent to send money home and advises on potential fees for international transfers, making it responsive to the user's context.",none
small_business_owner,business_account_upgrade_question,typing_from_phone_with_typos,hey i got a lot more freelance income coming in now and need to know when its time to upgrade to a biz account like what changes should i expect and is it worth it or nah? thx,"If you have a lot more freelance income coming in, it might be time to consider upgrading to a Revolut Business account. Here are some key differences and features you can expect:

1. **Advanced Features**: Revolut Business offers a full suite of features for businesses, including team and individual cards with spend controls, multi-user access, and automated payments.

2. **Currency Exchange**: You can exchange in 30+ currencies at competitive rates, which is beneficial if you deal with international clients.

3. **Payment Solutions**: It provides online and in-person payment acceptance solutions, which can help streamline your transactions.

4. **Dedicated Business Savings Account**: You’ll have access to a dedicated business savings account with competitive rates.

5. **Integrations**: There are integrations available for HR, accounting, and productivity apps, which can help manage your business finances more efficiently.

If you're currently using Revolut Pro, it’s designed for freelancers and sole traders, offering cashback on business expenses and tax management features. If your business is growing and you need more advanced tools, upgrading to a Business account could be worth it.

To upgrade, you can sign up for a Business account through the Revolut Business app or the sign-up page. You can use the same phone number and email as your personal account. 

Consider your business needs and whether the additional features align with your growth plans.",relevance,True,"The RAG-generated answer directly addresses the customer's question about when to upgrade to a business account and what changes to expect. It outlines the key features and benefits of a Revolut Business account, such as advanced features, currency exchange, payment solutions, a dedicated business savings account, and integrations. It also compares the current Revolut Pro account with the Business account, helping the customer assess whether the upgrade is worth it based on their growing freelance income. The answer is relevant and provides comprehensive information to help the customer make an informed decision.",True,"The RAG answer directly addresses the user's question about when to upgrade to a business account due to increased freelance income. It provides specific information about the features and benefits of a Revolut Business account, which aligns with the user's intent to understand the changes and whether the upgrade is worth it. The answer does not deviate from the user's core issue and is relevant to their situation.",none
uk_freelance_designer,payment_declined_large_amount,empty,"Hi there, I just tried to make a big purchase with my card, but it got declined and there was no explanation. I've got enough balance, so what's going on? Cheers!","Your card payment may have been declined for several reasons, even if you have enough balance. Here are some steps you can take to troubleshoot:

1. **Check Currency Account**: Ensure your card is linked to a currency account with sufficient funds. To do this, select the card → tap 'Settings' → 'Spend from'.

2. **Check Pocket Balance**: If your card is linked to a Pocket, verify that the Pocket has enough balance. You can check this by tapping on 'Accounts' below your balance and going to 'Pockets'.

3. **Review Declined Payment**: Open your transactions list by tapping 'See all' below your most recent transactions. Tap the declined payment to see the transaction's details and the reason for the decline in the 'Status' section.

4. **Merchant Issues**: Sometimes, the merchant may have restrictions or technical issues. If you can't find the reason in the app, consider reaching out to the merchant.

5. **Security System**: If our security system flagged the transaction as potential fraud, you may need to complete an in-app questionnaire to unblock the merchant. Check for any notifications in your app.

If you still need assistance after these steps, you can fill out a form to help us reach out to the merchant directly.",relevance,True,"The RAG-generated answer directly addresses the customer's question about why their card was declined despite having enough balance. It provides several potential reasons for the decline, such as issues with currency accounts, Pocket balances, merchant restrictions, and security system flags. The answer also offers actionable steps for the customer to troubleshoot the issue, which aligns with the customer's need for an explanation and resolution. Therefore, the response is relevant and adequately addresses the customer's query.",True,"The RAG answer directly addresses the user's issue of a declined card payment despite having sufficient balance. It provides specific troubleshooting steps related to the user's situation, such as checking account settings, pocket balances, and potential merchant issues. The response is relevant to the user's intent and context, focusing on resolving the specific problem they are experiencing.",none
crypto_day_trader,crypto_limit_warning,poor_internet_connection,"yo, got a msg about hitting my crypto limit. what is it?? can it be increased?? im on a train and need to know fast! thx!","Your crypto withdrawal limits are set to prevent monetary loss and protect your account. You can check your specific limits by following these steps:

1. Go to 'Crypto' on the bottom menu.
2. Tap 'More'.
3. Select 'Limits and fees'.
4. Tap 'Sending limits'.

Limits can be adjusted based on account activity and risk factors. If you want to increase your limits, you may need to review your account activity or contact support for further assistance.",relevance,True,"The RAG-generated answer directly addresses the customer's question by explaining what the crypto withdrawal limits are and providing steps to check these limits. It also addresses the customer's inquiry about increasing the limits by mentioning that limits can be adjusted based on account activity and risk factors, and suggests contacting support for further assistance. This response is relevant and provides the necessary information the customer is seeking.",False,"The answer provides general information about crypto withdrawal limits and how to check them, but it does not directly address the user's specific question about what their current limit is or how to increase it quickly. The user is looking for immediate information while on a train, and the response is too generic and procedural, missing the urgency and specific context of the user's request.",none
crypto_day_trader,account_limit_reached_warning,poor_internet_connection,"yo, i can't top up more $ in my account, what's the limit? need to increase it ASAP, can't keep waiting on this! i'm on a train and signal's crap, plz reply quick!",I don't have enough information to help with that.,relevance,False,"The RAG-generated answer does not address the customer's question about the account top-up limit or how to increase it. The response is vague and does not provide any information or guidance related to the customer's issue. It fails to address any aspect of the query, such as the current limit or steps to increase it, and does not offer any assistance or direction for resolving the problem.",False,"The RAG answer does not address the user's specific issue regarding the limit for topping up their account. Instead, it states a lack of information, which does not provide any relevant assistance or response to the user's urgent request.",none
gig_economy_courier,cancel_subscription_not_working,poor_internet_connection,"hey, im trying to cancel my gym payment but cant find the option in the app. im on train and signal is bad, pls help fast! thx!",I don't have enough information to help with that.,relevance,False,"The RAG-generated answer does not directly address the customer's question about how to cancel their gym payment. The customer is seeking assistance with a specific task and mentions being in a situation with poor signal, indicating urgency. The response fails to provide any guidance or steps to resolve the issue, nor does it acknowledge the customer's situation. Instead, it states a lack of information without attempting to assist further, making it unhelpful and irrelevant to the customer's request.",False,"The RAG answer does not address the user's specific issue of canceling a gym payment. Instead, it states a lack of information, which does not provide any assistance or guidance on how to resolve the user's problem. The answer fails to respond to the user's intent and context, which is to find a quick solution while on a train with poor signal.",none
small_business_owner,cancel_subscription_not_working,angry_after_waiting,"I've tried to cancel my gym's recurring payment like 5 times now and I can't find the option in the app! This is getting ridiculous, I don't have time for this nonsense! If this isn't sorted out ASAP, I'm seriously considering ditching Revolut for good!","To cancel your gym's recurring payment, please follow these steps:

1. Go to 'Payments' on the bottom menu.
2. Tap on the calendar icon in the top-right corner.
3. View your active Direct Debits or subscriptions.
4. If it's a Direct Debit, tap on it and select 'Cancel future payments.'
5. If it's a subscription, you will need to contact the merchant directly to cancel it, as blocking a subscription in-app does not cancel it.

If you continue to have issues, please reach out to the merchant for further assistance.",relevance,True,"The RAG-generated answer directly addresses the customer's query by providing a step-by-step guide on how to cancel a recurring payment through the app. It acknowledges the possibility of the payment being a Direct Debit or a subscription and provides instructions for both scenarios. Additionally, it advises the customer to contact the merchant if issues persist, which is relevant to the customer's frustration with the process. The response is focused on the customer's issue and does not include unrelated information.",True,"The answer directly addresses the user's issue of canceling a recurring payment by providing specific steps to follow within the app. It is responsive to the user's intent and context, acknowledging their frustration and offering a clear solution. The answer does not deviate from the user's question and focuses on the cancellation process, making it relevant and helpful.",none
non_native_english_worker,joint_account_not_allowed,anxious_security_fear,"Hi, I want share my account with my wife, but I see no option in app. I heard about scams, so I worry about security. Is there any way to do this? Please help me, I need trust and real human response.",I don't have enough information to help with that.,relevance,False,"The RAG-generated answer does not address the customer's question about sharing an account with their wife and concerns about security. The response is vague and does not provide any guidance or information related to the customer's query. It fails to address the customer's need for a trustworthy and human response, leaving the query unresolved.",False,"The RAG answer does not address the user's specific issue of sharing an account with their wife and their concerns about security. Instead, it states a lack of information, which does not provide any assistance or reassurance regarding the user's query. The answer fails to respond to the user's intent and context.",none
