persona_id,problem_id,modifier_id,query,answer,criterion,gold_passed,gold_reasoning,judge_passed,judge_reasoning,human_override
crypto_day_trader,card_lost_need_freeze,angry_after_waiting,"I lost my card while I was out and I need to freeze it NOW! I’ve already tried to sort this out multiple times and I’m done waiting on hold! If this isn’t resolved ASAP, I’m seriously thinking about switching to another provider!","To freeze your card immediately, follow these steps in the Revolut mobile app:

1. Go to 'Home' on the bottom menu.
2. Tap the card icon in the top-right corner.
3. Choose the card you wish to freeze.
4. Tap 'Freeze'.

Alternatively, you can freeze your card by tapping your profile icon in the top-left corner, selecting 'Security', and then 'Lost card' to choose and freeze your card.

If you prefer using the web app, go to the home screen, click the card icon in the top-right corner, choose your card, and click 'Freeze'.

If you need further assistance, you can also call our automated phone line at +44 20 3322 8352 to block your card.",groundedness,False,"The RAG-generated answer provides detailed steps on how to freeze a card using the Revolut mobile app and web app, as well as an alternative method via an automated phone line. However, the evaluation task requires that all claims in the answer be supported by the retrieved context. Since no retrieved context is provided, it is impossible to verify whether the steps and information given in the answer are grounded in the context. Therefore, the answer cannot be considered grounded, leading to a failure in the evaluation.",True,"All factual claims in the RAG answer about freezing a card are supported by the retrieved article 'Freeze a card'. The answer does not introduce any information not present in the articles and accurately describes the steps to freeze a card using both the mobile app and the web app. The mention of the automated phone line for further assistance is also consistent with the context of managing card issues. Therefore, the answer is grounded.",none
gig_economy_courier,cancel_subscription_not_working,typing_from_phone_with_typos,"hey, i set up this gym payment thing and now i cant find how to cancel it in the app, im walking kids and holding coffee, can u help me fast? thx!",I don't have enough information to help with that.,groundedness,False,"The RAG-generated answer does not provide any information or guidance to the customer, nor does it reference any retrieved context. It simply states a lack of information without attempting to address the customer's query. Since the answer does not utilize any retrieved context to support its claim, it fails the evaluation criteria for being grounded in the retrieved context.",True,"The RAG answer acknowledges a limitation by stating 'I don't have enough information to help with that,' which is considered grounded. It does not introduce any unverified information or make unsupported claims, aligning with the criteria for groundedness.",none
student_abroad,crypto_limit_warning,typing_from_phone_with_typos,hey so i just got a msg about hitting my crypto limit but idk what the limit is can it be increased or something thx!,"To check your crypto withdrawal limits, follow these steps:

1. Go to 'Crypto' on the bottom menu.
2. Tap 'More'.
3. Select 'Limits and fees'.
4. Tap 'Sending limits'.

Your daily limits reset 24 hours after the last withdrawal, and monthly limits reset 30 days after the last withdrawal. 

As for increasing your limits, they are periodically reviewed and may be adjusted based on your account activity and potential risk factors. However, specific steps to increase them are not provided in the articles.",groundedness,False,"The RAG-generated answer provides specific steps for checking crypto withdrawal limits and mentions the periodic review of limits. However, there is no retrieved context provided to verify if these steps and claims are supported. Without context, it is impossible to determine if the answer is grounded. Additionally, the answer mentions that specific steps to increase limits are not provided in the articles, which implies a lack of grounding in specific retrieved content. Therefore, the answer fails the evaluation criteria.",False,"The RAG answer includes specific details about daily and monthly limits resetting after withdrawals, which are not explicitly supported by the retrieved articles. Additionally, the answer mentions that limits may be adjusted based on account activity and risk factors, but does not provide any support from the articles for this claim. Therefore, the answer introduces information not present in the articles.",none
frequent_traveler,wrong_recipient_no_refund,non_native_broken_english,"hi, i send 500 euro to wrong number and they not accept yet. can i cancel or reverse this? thank you.","Once the transfer to the wrong Revolut customer is processed, it cannot be canceled. You will need to ask the recipient to return the money. You can reach out to them via the chat in the Revolut app by following these steps:

1. Go to the bottom menu and select ""Payments.""
2. Choose the person you sent money to.
3. A chat window will open where you can message the recipient.

If the recipient isn't responding, you can contact our customer support team for assistance, but we can't guarantee they will respond or agree to return the funds.",groundedness,False,"The RAG-generated answer provides specific steps and advice on how to contact the recipient and mentions the inability to cancel a processed transfer. However, there is no retrieved context provided to verify these claims. Without context to support the specific steps and advice given, the answer is considered ungrounded according to the evaluation criteria.",False,"The RAG answer includes a claim that once the transfer is processed, it cannot be canceled, which is not explicitly supported by the retrieved articles. Additionally, the answer suggests contacting customer support for assistance, which may imply a policy or procedure not detailed in the articles. Therefore, the answer introduces information not present in the articles.",none
frequent_traveler,virtual_card_missing,poor_internet_connection,"hey, i'm trying to find the option to create a virtual card in the app but can't see it. can you help? signal's weak here, so quick reply would be great. thx!","To create a virtual card in the Revolut app, follow these steps:

1. Go to 'Home' on the bottom menu.
2. Tap the cards icon in the top-right corner.
3. Tap 'Add new'.
4. Choose 'Debit', 'Joint', or 'Pro' at the top.
5. Select 'Virtual'.
6. Choose a colour.
7. Tap 'Get card for free' to instantly create your virtual card.

If you don't see these options, please check your app version or try restarting the app.",groundedness,False,"The RAG-generated answer provides a detailed step-by-step guide on how to create a virtual card in the Revolut app. However, there is no retrieved context provided to verify whether these steps are supported by any source. Without context, it is impossible to determine if the instructions are accurate or if any steps are hallucinated. Therefore, the answer cannot be considered grounded in the retrieved context.",True,"All factual claims in the answer about creating a virtual card in the Revolut app are supported by the retrieved articles. The steps provided align with the information available in the articles, and there is no introduction of unsupported facts or invented details. The answer also acknowledges potential limitations by suggesting users check their app version or restart the app if they don't see the options, which is consistent with groundedness criteria.",none
gig_economy_courier,atm_withdrawal_fee_unknown,angry_after_waiting,"Hey, I just withdrew cash in Spain and got charged a big fee! I already called and waited but no one helped me understand this. Why am I getting hit with these fees? This is so frustrating, I might just close my account if this keeps happening!","The fees you encountered for your cash withdrawal in Spain could be due to several factors. Revolut charges a cash withdrawal fee based on your plan, which is waived for a certain number of withdrawals each month. For example, if you're on the Standard plan, you have a limit of £200 or 5 withdrawals. After that, a 2% or £1 fee applies. 

Additionally, ATMs may charge their own fees, which are separate from Revolut's fees. To check if Revolut charged you a fee, you can view the transaction details in your app by going to 'Home', tapping 'See all' to open your transactions list, and selecting the withdrawal in question.

Also, be mindful of Dynamic Currency Conversion (DCC). If you were offered the option to withdraw in a different currency and accepted it, the ATM provider may have applied their own exchange rate, which can lead to higher fees. Always choose to be charged in the local currency to avoid this.

If you believe you were charged incorrectly, you can tap 'Get help' after selecting the transaction in your history for further assistance.",groundedness,False,"The RAG-generated answer provides detailed information about potential fees related to cash withdrawals in Spain, including Revolut's fee structure, ATM fees, and Dynamic Currency Conversion (DCC). However, the evaluation task specifies that all claims in the answer should be supported by the retrieved context. Since no retrieved context is provided, it is impossible to verify whether the claims about Revolut's fee structure, ATM fees, or DCC are grounded in the retrieved context. Therefore, the answer cannot be considered grounded, as it may contain hallucinated features or limits not supported by the context.",False,"The RAG answer includes specific details about fees and withdrawal limits that are not explicitly mentioned in the retrieved articles. While it references the concept of fees and Dynamic Currency Conversion, it introduces specific figures and conditions (like the £200 limit and the 2% fee) that are not supported by the provided articles. Therefore, the answer does not meet the groundedness criteria.",none
busy_parent_on_mobile,account_limit_reached_warning,anxious_security_fear,hey i just got a fraud warning and now i can't top up my account anymore can u tell me what the limit is and how i can increase it i really need to get this sorted out fast especially with all the scams going around plz help me with a human response not a bot,I don't have enough information to help with that.,groundedness,False,"The RAG-generated answer does not provide any information or guidance related to the customer's query about fraud warnings, account top-up limits, or how to increase them. Additionally, there is no retrieved context provided to support or ground the answer. The response is unhelpful and does not address the customer's request for assistance with a human response, nor does it provide any actionable steps or information.",True,"The RAG answer acknowledges a limitation by stating 'I don't have enough information to help with that,' which is considered grounded. It does not introduce any unverified information or make unsupported claims, aligning with the criteria for groundedness.",none
crypto_day_trader,crypto_withdrawal_pending,angry_after_waiting,"Yo, I sent some crypto to an external wallet 12 hrs ago and it's still pending! This is ridiculous, I've already tried to sort this out multiple times and no one’s helping! If it’s lost, I’m seriously thinking about closing my account and switching to another provider, fix this NOW!","To check the status of your pending crypto withdrawal, please follow these steps:

1. Go to 'Crypto' on the bottom menu.
2. Scroll to the transactions list or select the crypto you withdrew.
3. Find your withdrawal transaction and tap on it to see the reason why it's pending.

Your withdrawal could be pending due to internal assessment, broadcasting to the network, or confirmation on-chain. If the transaction is still pending after 12 hours, it may be due to high traffic on the blockchain network or technical difficulties. You can monitor your transaction on the blockchain explorer by tapping 'Blockchain hash' on the transaction, then 'View my transaction'.

If you see that the withdrawal is completed on the explorer but the funds haven't arrived in your receiving wallet, please reach out to the provider of that wallet for further support.",groundedness,False,"The RAG-generated answer provides a detailed explanation of how to check the status of a pending crypto withdrawal, including steps to view the transaction and potential reasons for the delay. However, the evaluation criteria require that all claims in the answer be supported by the retrieved context. Since no retrieved context is provided, it is impossible to verify whether the steps and explanations given in the answer are grounded in the context. Therefore, the answer fails the evaluation due to the lack of context to support its claims.",False,"The RAG answer includes specific claims about the reasons for a withdrawal being pending (internal assessment, broadcasting to the network, confirmation on-chain) and the suggestion to monitor the transaction on a blockchain explorer, which are not explicitly supported by the retrieved articles. Additionally, the mention of reaching out to the wallet provider for support introduces information not present in the articles. Therefore, the answer does not meet the criteria for groundedness.",none
student_abroad,subscription_charge_dispute,non_native_broken_english,hey i cancelled my netflix but i still got charged this month can u help me get refund pls and make sure it not happen again thx,I don't have enough information to help with that.,groundedness,False,"The RAG-generated answer does not provide any information or guidance related to the customer's query about a Netflix refund. It simply states a lack of information without referencing any retrieved context. Since there is no retrieved context provided, the answer cannot be considered grounded. Additionally, the response does not offer any steps or advice on how the customer might proceed, which is critical in addressing the customer's issue.",True,"The RAG answer acknowledges a limitation in the information available and does not introduce any unsupported claims or facts. Since it states 'I don't have enough information to help with that,' it is grounded as it does not assert any information not present in the articles.",none
small_business_owner,instant_transfer_limit_reached,typing_from_phone_with_typos,hey im trying to do an instant transfer but got a msg about a limit what is the limit and when does it reset im in the middle of service and need this sorted quick thx,"The limit for instant transfers is not specified in the articles provided. However, you can check your limits and reset dates in the 'Your plan' section of the app. If you need further assistance, please reach out to live support by typing 'Live agent' in the in-app chat.",groundedness,False,"The RAG-generated answer is not grounded in any retrieved context, as no context was provided. The answer mentions checking limits in the 'Your plan' section of the app and suggests contacting live support, but without retrieved context to support these claims, the answer is considered ungrounded. Additionally, the lack of specific information about the transfer limit and reset times makes the response incomplete for the customer's query.",True,"The RAG answer acknowledges that the limit for instant transfers is not specified in the articles, which aligns with the groundedness criterion of not introducing unsupported information. It provides guidance on where to find relevant information ('Your plan' section of the app) and suggests reaching out to live support, which is a reasonable response given the context. Therefore, the answer is grounded.",none
uk_freelance_designer,account_limit_reached_warning,empty,"Hi there, I'm trying to top up my account but it says I've hit my limit. Can you let me know what the current limit is and how I can increase it? Cheers!",I don't have enough information to help with that.,groundedness,False,"The RAG-generated answer does not provide any information or claims that could be evaluated against the retrieved context. It simply states a lack of information, which means there is no grounding to assess. Additionally, the answer does not address the customer's query about the current limit or how to increase it, making it unhelpful and ungrounded.",True,"The RAG answer acknowledges a lack of information, which is a valid response under the groundedness criterion. It does not introduce any unsupported claims or facts not present in the retrieved articles, and it correctly identifies the limitations of the information available.",none
small_business_owner,card_not_working_abroad,poor_internet_connection,"My card just got declined here in Thailand, what’s going on? Haven't changed any settings. Is it frozen or a merchant issue? Signal weak, need a quick answer.","Your card may have been declined due to several reasons, such as restrictions set by the merchant or a technical issue on their side. To check the reason for the decline, open your transactions list in the app, tap on the declined payment, and view the details in the 'Status' section. 

If you need further assistance, you can fill out this form to help us reach out to the merchant: [Merchant Issue Form](https://app.revolut.com/form/13ef84b4-1e3b-48eb-8e8b-0030e7e08adc?faqEntryPoint=question.why-has-my-card-payment-been-declined). 

If your card is frozen, you can unfreeze it by completing the in-app questionnaire. Check your app for any notifications regarding this.",groundedness,False,"The RAG-generated answer provides potential reasons for the card decline and suggests actions such as checking the transaction status in the app and filling out a merchant issue form. However, the evaluation task specifies that the answer must be grounded in the retrieved context, which is missing in this case. Without the retrieved context, it is impossible to verify if the claims and steps mentioned in the answer are supported by the context. Therefore, the answer is considered ungrounded and fails the evaluation criteria.",False,"The RAG answer includes claims about potential reasons for a card decline (merchant restrictions, technical issues) and instructions on how to check the transaction status and unfreeze the card, which are not explicitly supported by the retrieved articles. The articles only mention that a card payment was declined and issues related to visibility and security systems, but do not provide details on how to check the status or unfreeze the card. Therefore, the answer introduces information not present in the articles.",none
non_native_english_worker,suspicious_activity_notification,poor_internet_connection,"Hi, I got push notification about suspicious activity but no details. My account safe? I send money home, very stressed. Please help!","If you received a push notification about suspicious activity, it's important to secure your account. Here are the steps you should take:

1. **Freeze your card**: Open the Revolut app, tap the card icon in the top right corner, select the card you want to freeze, and tap 'Freeze'. Alternatively, you can terminate the card by going to 'Settings' and tapping 'Terminate card'.

2. **Contact Customer Support**: Reach out to our Customer Support team via the in-app chat for assistance and to confirm whether your account is safe.

3. **Report any suspicious transactions**: Go to 'Home' on the bottom menu, select the transaction in question from your transactions list, choose 'Get help', and report it if necessary.

Rest assured, taking these steps will help protect your account. If you have further concerns, please contact support directly.",groundedness,False,"The RAG-generated answer provides steps for securing the account, such as freezing the card and contacting customer support. However, the evaluation task specifies that the answer must be grounded in the retrieved context, which is missing in this case. Without the retrieved context, it is impossible to verify if the steps mentioned are supported by it. Therefore, the answer cannot be considered grounded, as it may include hallucinated features or steps not present in the context.",False,"The RAG answer includes specific steps for freezing a card and contacting customer support, which are not mentioned in the retrieved articles. The articles focus on reporting fraudulent transfers and suspicious communications, but do not provide information about the Revolut app or its functionalities. Therefore, the answer introduces information not present in the articles.",none
crypto_day_trader,wrong_recipient_no_refund,poor_internet_connection,"accidentally sent 500EUR to wrong number! recipient hasn't accepted it. can I cancel or reverse? plz help, train's losing signal!","Since the recipient hasn't accepted the transfer yet, you cannot cancel or reverse it directly. However, you should reach out to the recipient via the chat in the Revolut app to request the return of the funds. To do this:

1. Go to the bottom menu and select ""Payments.""
2. Choose the person you sent money to.
3. A chat window will open where you can message them.

If they do not respond, you can contact our customer support team, and we will try to reach out to them on your behalf, but we cannot guarantee a response or agreement to return the funds.",groundedness,False,"The RAG-generated answer provides a detailed process for attempting to retrieve funds sent to the wrong recipient, including using the chat feature in the Revolut app and contacting customer support. However, the evaluation task specifies that all claims in the answer should be supported by the retrieved context. Since no retrieved context is provided, it is impossible to verify whether the steps and advice given in the answer are grounded in any specific context. Therefore, the answer fails the evaluation criteria as it cannot be confirmed as grounded without the necessary context.",False,"The RAG answer includes claims about contacting customer support and the process of messaging the recipient that are not explicitly supported by the retrieved articles. While it discusses the inability to cancel a transfer directly, it introduces additional steps and implications about customer support that are not mentioned in the articles. Therefore, the answer does not fully adhere to the groundedness criterion.",none
frequent_traveler,cancel_subscription_not_working,angry_after_waiting,"i've tried canceling my gym membership payment like three times now and i still can't find the option in the app! this is super frustrating, i need this sorted out asap or i'm seriously thinking about switching to another provider!",I don't have enough information to help with that.,groundedness,False,"The RAG-generated answer does not provide any information or guidance to the customer, nor does it reference any retrieved context. It simply states a lack of information, which does not address the customer's query about canceling their gym membership payment. The answer is ungrounded as it does not utilize any retrieved context to support or inform the response.",True,"The RAG answer acknowledges a lack of information, which is a grounded response. It does not introduce any unsupported claims or facts not present in the retrieved articles, and it appropriately recognizes its limitations.",none
small_business_owner,instant_transfer_limit_reached,anxious_security_fear,"I'm trying to do an instant transfer but got hit with a limit message? What’s the limit and when does it reset? I’ve been hearing about scams lately and need to make sure my funds are secure, so can I get a quick response from a real person?","The limit for instant transfers is set by you and can be adjusted anytime. If you've reached your limit, it refreshes every 24 hours. You can authorize additional funds to leave your account by completing a selfie check. To manage your limits, tap your profile icon in the top left corner, select ‘Security’, then ‘Wealth protection’ to set or change your desired limit. 

If you need a quick response from a real person, please request a live agent in the in-app chat.",groundedness,False,"The RAG-generated answer provides specific details about setting and adjusting instant transfer limits, including a 24-hour reset period and a selfie check for authorizing additional funds. However, there is no retrieved context provided to verify these claims. Without context to support these specific features and steps, the answer is considered ungrounded. Additionally, the advice to request a live agent in the in-app chat is generic and not supported by specific context, further contributing to the failure of grounding the response.",False,"The RAG answer includes specific details about managing limits and the selfie check process that are not supported by the retrieved articles. The articles do not mention the ability to adjust limits, the 24-hour refresh period, or the selfie check for authorizing additional funds. Therefore, the answer introduces information not present in the articles, which violates the groundedness criterion.",none
frequent_traveler,suspicious_activity_notification,empty,"hey, i got a push notification about suspicious activity on my account but no details were provided. can you help me figure out what's going on? i'm worried my account might be compromised.",I don't have enough information to help with that.,groundedness,False,"The answer provided by the RAG system is not grounded in the retrieved context because there is no context provided to support the claim. The response is generic and does not offer any specific information or steps to address the customer's concern about suspicious activity on their account. Without any retrieved context, the answer cannot be considered grounded.",True,"The RAG answer acknowledges a limitation by stating 'I don't have enough information to help with that,' which is considered grounded. It does not introduce any unverified information or make unsupported claims, aligning with the criteria for groundedness.",none
